"id","chatroom_uid","sender_uid","msg_uid","msg_type","msg_subtype","msg_type_name","msg_content","msg_week","start_end_flag","create_timestamp","create_datetime","create_dow"
16,"20644756264@chatroom","wxid_i1sn17czk14u12",3790363176599991257,"49","53","接龙","#接龙
4.14 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1
3. Pp
4. Huiyi +1
5. Huiyi
6. Marcus
7. Ben
8. Daisy
9. ha ha
10. ha
11. 菲尼克斯，鲲乘彀
12. jh
13. Leo Wu
14. Leo Wu +1
15. Edward","2023-15",0,1681085624,"2023-04-09 20:13:44",7
17,"20644756264@chatroom","wxid_tsob06a1jlmf21",8474524572544059676,"49","53","接龙","#接龙
4.14 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1
3. Pp
4. Huiyi +1
5. Huiyi
6. Marcus
7. Ben
8. Daisy
9. ha ha
10. ha
11. 菲尼克斯，鲲乘彀
12. jh
13. Leo Wu
14. Leo Wu +1
15. Edward
16. SunnyBoy","2023-15",0,1681086293,"2023-04-09 20:24:53",7
18,"20644756264@chatroom","wxid_tsob06a1jlmf21",1797392739958799053,"49","53","接龙","#接龙
4.14 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1
3. Pp
4. Huiyi +1
5. Huiyi
6. Marcus
7. Ben
8. Daisy
9. ha ha
10. ha
11. 菲尼克斯，鲲乘彀
12. jh
13. Leo Wu
14. Leo Wu +1
15. Edward
16. SunnyBoy+1","2023-15",0,1681086308,"2023-04-09 20:25:08",7
19,"20644756264@chatroom","wxid_tsob06a1jlmf21",3704382482393204439,"49","53","接龙","#接龙
4.14 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1
3. Pp
4. Huiyi +1
5. Huiyi
6. Marcus
7. Ben
8. Daisy
9. ha ha
10. ha
11. 菲尼克斯，鲲乘彀
12. jh
13. Leo Wu
14. Leo Wu +1
15. Edward
16. SunnyBoy+1
17. SunnyBoy","2023-15",0,1681086319,"2023-04-09 20:25:19",7
20,"20644756264@chatroom","wxid_07noaxs6cdt721",4472197409326586633,"49","53","接龙","#接龙
4.14 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1
3. Pp
4. Huiyi +1
5. Huiyi
6. Marcus
7. Ben
8. Daisy
9. ha ha
10. ha
11. 菲尼克斯，鲲乘彀
12. jh
13. Leo Wu
14. Leo Wu +1
15. Edward
16. SunnyBoy+1
17. SunnyBoy
18. Kevin L.","2023-15",0,1681086813,"2023-04-09 20:33:33",7
21,"20644756264@chatroom","wxid_j21c9fbcv69x22",6422676257922106992,"49","53","接龙","#接龙
4.14 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1
3. Pp
4. Huiyi +1
5. Huiyi
6. Marcus
7. Ben
8. Daisy
9. ha ha
10. ha
11. 菲尼克斯，鲲乘彀
12. jh
13. Leo Wu
14. Leo Wu +1
15. Edward
16. SunnyBoy+1
17. SunnyBoy
18. Kevin L.
19. che","2023-15",0,1681089177,"2023-04-09 21:12:57",7
22,"20644756264@chatroom","wxid_1068110680822",2213835784843509807,"49","53","接龙","#接龙
4.14 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1
3. Pp
4. Huiyi +1
5. Huiyi
6. Daisy
7. Ben
8. Marcus
9. ha ha
10. ha
11. 菲尼克斯，鲲乘彀
12. jh
13. Leo Wu
14. Leo Wu +1
15. Edward
16. SunnyBoy+1
17. SunnyBoy
18. Kevin L.
19. che
20. 宇竑","2023-15",0,1681096351,"2023-04-09 23:12:31",7
23,"20644756264@chatroom","wxid_tsob06a1jlmf21",8635403818880759468,"49","53","接龙","#接龙
4.14 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1
3. Pp
4. Huiyi +1
5. Huiyi
6. Daisy
7. Ben
8. Marcus
9. ha ha
10. ha
11. 菲尼克斯，鲲乘彀
12. jh
13. Leo Wu
14. Leo Wu +1
15. Edward
16. Kevin L.
17. che
18. 宇竑","2023-15",0,1681225707,"2023-04-11 11:08:27",2
24,"20644756264@chatroom","wxid_j21c9fbcv69x22",3064276966784344990,"49","53","接龙","#接龙
4.14 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1
3. Pp
4. Huiyi +1
5. Huiyi
6. Marcus
7. Ben
8. Daisy
9. ha ha
10. ha
11. 菲尼克斯，鲲乘彀
12. jh
13. Leo Wu
14. Leo Wu +1
15. Edward
16. Kevin L.
17. 宇竑","2023-15",0,1681357240,"2023-04-12 23:40:40",3
25,"20644756264@chatroom","wxid_nqr30ayn71fk12",6460744427595739114,"49","53","接龙","#接龙
4.14 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen.
2. Helen +1
3. Pp
4. Huiyi +1
5. Huiyi
6. Marcus
7. Ben
8. Daisy
9. ha ha
10. ha
11. 菲尼克斯，鲲乘彀
12. jh
13. Leo Wu
14. Leo Wu +1
15. Edward
16. Kevin L.
17. 宇竑","2023-15",0,1681397546,"2023-04-13 10:52:26",4
26,"20644756264@chatroom","wxid_nqr30ayn71fk12",2638538856272615356,"49","53","接龙","#接龙
4.14 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Pp
2. Huiyi +1
3. Huiyi
4. Marcus
5. Ben
6. Daisy
7. ha ha
8. ha
9. 菲尼克斯，鲲乘彀
10. jh
11. Leo Wu
12. Leo Wu +1
13. Edward
14. Kevin L.
15. 宇竑","2023-15",0,1681414619,"2023-04-13 15:36:59",4
27,"20644756264@chatroom","wxid_nqr30ayn71fk12",4704428517789736340,"49","53","接龙","#接龙
4.14 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Pp
2. Huiyi +1
3. Huiyi
4. Marcus
5. Ben
6. Daisy
7. ha ha
8. ha
9. 菲尼克斯，鲲乘彀
10. jh
11. Leo Wu
12. Leo Wu +1
13. Edward
14. Kevin L.
15. 宇竑
16. Maggie","2023-15",0,1681425655,"2023-04-13 18:40:55",4
28,"20644756264@chatroom","wxid_dte6ombsfijk11",6220657322394058277,"49","53","接龙","#接龙
4.14 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Pp
2. Huiyi +1
3. Huiyi
4. Marcus
5. Ben
6. Daisy
7. ha ha
8. ha
9. 菲尼克斯，鲲乘彀
10. jh
11. Leo Wu
12. Edward
13. Kevin L.
14. 宇竑
15. Maggie","2023-15",0,1681479660,"2023-04-14 09:41:00",5
29,"20644756264@chatroom","wxid_8899118986512",1903487781922883439,"49","53","接龙","#接龙
4.14 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Pp
2. Huiyi
3. Huiyi +1
4. Ben
5. Marcus
6. Daisy
7. ha
8. ha ha
9. 菲尼克斯，鲲乘彀
10. jh
11. Leo Wu
12. Edward
13. Kevin L.
14. 宇竑
15. Maggie
16. wan","2023-15",2,1681486832,"2023-04-14 11:40:32",5
30,"20644756264@chatroom","wxid_nqr30ayn71fk12",5688562080598389168,"49","53","接龙","#接龙
4.21 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1","2023-16",1,1681689601,"2023-04-16 20:00:01",7
31,"20644756264@chatroom","Why398106",5585522199949592104,"49","53","接龙","#接龙
4.21 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1
3. Huiyi","2023-16",0,1681689608,"2023-04-16 20:00:08",7
32,"20644756264@chatroom","wxid_8899118986512",1979290394397416505,"49","53","接龙","#接龙
4.21 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1
3. ha
4. ha ha","2023-16",0,1681689609,"2023-04-16 20:00:09",7
33,"20644756264@chatroom","wxid_qebxqia6rfci21",984962593917319624,"49","53","接龙","#接龙
4.21 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1
3. Huiyi
4. Pp","2023-16",0,1681689610,"2023-04-16 20:00:10",7
34,"20644756264@chatroom","wxid_j21c9fbcv69x22",5592761356388114290,"49","53","接龙","#接龙
4.21 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1
3. Huiyi
4. ha
5. ha ha
6. Pp
7. che","2023-16",0,1681689746,"2023-04-16 20:02:26",7
35,"20644756264@chatroom","wxid_dte6ombsfijk11",7227645908802257132,"49","53","接龙","#接龙
4.21 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1
3. Huiyi
4. ha
5. ha ha
6. Pp
7. che
8. Leo Wu","2023-16",0,1681689752,"2023-04-16 20:02:32",7
36,"20644756264@chatroom","wxid_j21c9fbcv69x22",5772262374238688778,"49","53","接龙","#接龙
4.21 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1
3. Huiyi
4. ha
5. ha ha
6. Pp
7. che
8. Leo Wu
9. che 1
10. che 2","2023-16",0,1681689754,"2023-04-16 20:02:34",7
37,"20644756264@chatroom","wxid_2900229002012",1816379824944558129,"49","53","接龙","#接龙
4.21 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1
3. Huiyi
4. ha
5. ha ha
6. Pp
7. che
8. Leo Wu
9. che 1
10. che 2
11. 菲尼克斯，困成狗","2023-16",0,1681689757,"2023-04-16 20:02:37",7
38,"20644756264@chatroom","wxid_dte6ombsfijk11",5120120070587802568,"49","53","接龙","#接龙
4.21 周五 SU 8-11 p.m 
打球地址: Su Badminton club 170 Shields Court
每场限制人数14位，从第15位开始进入waitlist！
周四晚上8⃣️点之后不可退接龙 如果有事🐦🐦 仍需付钱或转给别人 谢谢

此群费用为AA， 每场结束后算钱，费用约为10-12刀，转账邮箱： 846681622@qq.com

☀️请大家自觉按照报名人数和时间
☀️非会员要额外支付$3(直接支付给su前台)

‼️开车的朋友们请大家切记把车停在unit 1指定停车位,停在unit 2 车位有可能会被拖车

1. Helen
2. Helen +1
3. Huiyi
4. ha
5. ha ha
6. Pp
7. che
8. Leo Wu
9. che 1
10. che 2
11. 菲尼克斯，困成狗
12. Leo Wu +1","2023-16",0,1681689760,"2023-04-16 20:02:40",7
